Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
canvas-sneakers,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=800&h=600&fit=crop,3,Canvas Sneakers - Image 3,,,,,,,,,,,,,,,,,,,,,,,
leather-belt,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=800&h=600&fit=crop,2,Leather Belt - Image 2,,,,,,,,,,,,,,,,,,,,,,,
leather-belt,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=800&h=600&fit=crop,3,Leather Belt - Image 3,,,,,,,,,,,,,,,,,,,,,,,
knit-beanie,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1441986300917-64674bd600d8?w=800&h=600&fit=crop,2,Knit Beanie - Image 2,,,,,,,,,,,,,,,,,,,,,,,
knit-beanie,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=800&h=600&fit=crop,3,Knit Beanie - Image 3,,,,,,,,,,,,,,,,,,,,,,,
silk-tie,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=800&h=600&fit=crop,2,Silk Tie - Image 2,,,,,,,,,,,,,,,,,,,,,,,
silk-tie,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1441986300917-64674bd600d8?w=800&h=600&fit=crop,3,Silk Tie - Image 3,,,,,,,,,,,,,,,,,,,,,,,
ceramic-coffee-mug-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,2,Ceramic Coffee Mug Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
ceramic-coffee-mug-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,3,Ceramic Coffee Mug Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
bamboo-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,2,Bamboo Cutting Board - Image 2,,,,,,,,,,,,,,,,,,,,,,,
bamboo-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,3,Bamboo Cutting Board - Image 3,,,,,,,,,,,,,,,,,,,,,,,
led-desk-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,2,LED Desk Lamp - Image 2,,,,,,,,,,,,,,,,,,,,,,,
led-desk-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,3,LED Desk Lamp - Image 3,,,,,,,,,,,,,,,,,,,,,,,
throw-pillow-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,2,Throw Pillow Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
throw-pillow-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,3,Throw Pillow Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
plant-pot-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,2,Plant Pot Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
plant-pot-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,3,Plant Pot Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
candles-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,2,Candles Gift Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
candles-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,3,Candles Gift Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
wall-art-print,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,2,Wall Art Print - Image 2,,,,,,,,,,,,,,,,,,,,,,,
wall-art-print,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,3,Wall Art Print - Image 3,,,,,,,,,,,,,,,,,,,,,,,
storage-baskets,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,2,Storage Baskets - Image 2,,,,,,,,,,,,,,,,,,,,,,,
storage-baskets,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,3,Storage Baskets - Image 3,,,,,,,,,,,,,,,,,,,,,,,
kitchen-knife-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,2,Kitchen Knife Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
kitchen-knife-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,3,Kitchen Knife Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
bedding-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=800&h=600&fit=crop,2,Bedding Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
bedding-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=800&h=600&fit=crop,3,Bedding Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
yoga-mat-premium,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Yoga Mat Premium - Image 2,,,,,,,,,,,,,,,,,,,,,,,
yoga-mat-premium,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Yoga Mat Premium - Image 3,,,,,,,,,,,,,,,,,,,,,,,
resistance-bands-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Resistance Bands Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
resistance-bands-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Resistance Bands Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
water-bottle-insulated,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Water Bottle Insulated - Image 2,,,,,,,,,,,,,,,,,,,,,,,
water-bottle-insulated,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Water Bottle Insulated - Image 3,,,,,,,,,,,,,,,,,,,,,,,
running-shoes,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Running Shoes - Image 2,,,,,,,,,,,,,,,,,,,,,,,
running-shoes,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Running Shoes - Image 3,,,,,,,,,,,,,,,,,,,,,,,
dumbbell-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Dumbbell Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
dumbbell-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Dumbbell Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
jump-rope,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Jump Rope - Image 2,,,,,,,,,,,,,,,,,,,,,,,
jump-rope,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Jump Rope - Image 3,,,,,,,,,,,,,,,,,,,,,,,
foam-roller,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Foam Roller - Image 2,,,,,,,,,,,,,,,,,,,,,,,
foam-roller,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Foam Roller - Image 3,,,,,,,,,,,,,,,,,,,,,,,
gym-towel,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Gym Towel - Image 2,,,,,,,,,,,,,,,,,,,,,,,
gym-towel,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Gym Towel - Image 3,,,,,,,,,,,,,,,,,,,,,,,
protein-shaker,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Protein Shaker - Image 2,,,,,,,,,,,,,,,,,,,,,,,
protein-shaker,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Protein Shaker - Image 3,,,,,,,,,,,,,,,,,,,,,,,
exercise-ball,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,2,Exercise Ball - Image 2,,,,,,,,,,,,,,,,,,,,,,,
exercise-ball,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,3,Exercise Ball - Image 3,,,,,,,,,,,,,,,,,,,,,,,
skincare-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Skincare Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
skincare-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Skincare Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
hair-dryer-professional,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Hair Dryer Professional - Image 2,,,,,,,,,,,,,,,,,,,,,,,
hair-dryer-professional,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Hair Dryer Professional - Image 3,,,,,,,,,,,,,,,,,,,,,,,
makeup-brush-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Makeup Brush Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
makeup-brush-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Makeup Brush Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
essential-oils-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Essential Oils Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
essential-oils-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Essential Oils Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
bath-bomb-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Bath Bomb Collection - Image 2,,,,,,,,,,,,,,,,,,,,,,,
bath-bomb-collection,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Bath Bomb Collection - Image 3,,,,,,,,,,,,,,,,,,,,,,,
face-mask-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Face Mask Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
face-mask-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Face Mask Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
perfume-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Perfume Gift Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
perfume-gift-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Perfume Gift Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
nail-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Nail Care Kit - Image 2,,,,,,,,,,,,,,,,,,,,,,,
nail-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Nail Care Kit - Image 3,,,,,,,,,,,,,,,,,,,,,,,
body-lotion-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Body Lotion Set - Image 2,,,,,,,,,,,,,,,,,,,,,,,
body-lotion-set,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Body Lotion Set - Image 3,,,,,,,,,,,,,,,,,,,,,,,
hair-care-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,2,Hair Care Bundle - Image 2,,,,,,,,,,,,,,,,,,,,,,,
hair-care-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,3,Hair Care Bundle - Image 3,,,,,,,,,,,,,,,,,,,,,,,